id,pdb_id,interaction_energy,backbone_hbond,sidechain_hbond,vdw,electrostatics,solvation_polar,solvation_hydrophobic,vdw_clashes,entropy_sidechain,entropy_mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional_clash,backbone_clash,helix_dipole,water_bridge,disulfide,electrostatic_kon,partial_covalent_bonds,energy_ionisation,entropy_complex,number_of_residues,interface_residues,interface_residues_clashing,interface_residues_vdw_clashing,interface_residues_bb_clashing
209,2VH5_1,-12.3069,-2.52654,-6.62337,-15.1256,-4.46752,22.6399,-18.2872,1.38808,8.03683,3.71784,0.0,0.0,0.0,0.416311,2.05118,0.239826,0.0,0.0,-1.71547,0.0,0.0,2.384,386,43,0,0,0
210,2VIT_1,-3.04491,-1.15493,-5.67116,-12.148,0.0598376,18.4211,-14.4235,2.70211,4.57545,3.10642,0.0,0.0,0.0,1.62468,3.052,0.0,0.0,-3.55271e-15,-0.136877,0.0,0.0,2.384,502,34,0,0,0
211,2VWE_1,-12.9837,-1.25434,-6.31741,-16.4451,-1.04462,19.5348,-23.0609,1.48467,8.65804,4.9731,0.0,0.0,0.0,0.475382,1.3301,-0.0449467,0.0,-7.10543e-15,0.0419261,0.0,0.0156439,2.384,425,59,0,0,0
212,2VXQ_1,-12.9683,-6.53585,-9.17308,-16.5139,-2.97608,27.238,-17.9519,3.85319,4.45729,4.68189,0.0,0.0,0.0,0.295214,2.12604,0.0,0.0,0.0,-0.349382,0.0,0.00630717,2.384,319,43,1,1,0
213,2VXT_1,-13.5175,-4.66895,-7.79537,-20.0659,-10.2749,34.0345,-22.7977,2.58633,11.1474,5.82784,0.0,0.0,0.0,0.454767,3.26857,0.0,0.0,0.0,-2.07938,0.0,0.113826,2.384,382,56,0,0,0
214,2W65_1,2.3585,-1.43294,-2.85948,-7.104,-0.723052,12.1048,-8.04904,4.03384,2.92836,3.63774,0.0,0.0,0.0,0.0459301,2.29258,0.0,0.0,0.0,-0.243309,0.0,0.0196703,2.384,241,23,0,0,0
215,2W9E_1,-3.68538,-2.01686,-6.26746,-14.9255,-3.26089,25.8042,-15.5887,2.78267,6.78692,2.15266,0.0,0.0,0.28332,1.0053,1.98352,-0.757306,0.0,-8.88178e-16,0.246468,0.0,0.069752,2.384,325,45,0,0,0
216,2WUC_1,-5.4762,-3.04127,-4.82479,-17.8438,-0.268057,24.1814,-21.8464,3.64241,6.97528,6.9475,0.0,0.0,0.0,0.775029,5.84276,-0.0427333,0.0,7.10543e-15,-0.206592,0.0,0.075858,2.384,470,55,0,0,0
217,2XQB_1,-13.7084,-3.17174,-2.81575,-18.354,-5.66261,21.8221,-25.408,6.61672,11.5756,2.72961,0.0,0.0,0.0,1.03191,2.52756,0.203892,0.0,1.77636e-15,-2.27616,0.0,0.0,2.384,346,55,1,1,0
218,2XQY_1,-12.6879,-2.08824,-7.21276,-16.1016,-7.37258,27.2276,-17.9483,2.07111,5.965,4.00685,0.0,0.0,-4.44089e-16,0.0480362,2.51903,-0.0498215,0.0,-1.77636e-15,-1.23311,0.0,-5.55112e-17,2.384,735,57,0,0,0
219,2XRA_1,-13.025,-0.784951,-1.47574,-18.3525,-0.924416,20.3433,-25.698,1.85947,9.55504,2.45004,0.0,0.0,5.9848e-17,0.261767,4.08248,0.0242549,0.0,0.0,-0.323034,0.0,0.039835,2.384,4271,51,0,0,0
220,2XTJ_1,-9.3285,-7.15107,-4.30566,-14.6907,-3.60745,21.2657,-17.9796,3.50293,7.37741,4.7474,0.0,0.0,0.511188,1.38452,1.64278,0.0557801,0.0,0.0,-0.438914,0.0,0.0,2.384,507,46,0,0,0
221,2XWT_1,-9.71807,-4.1894,-12.6263,-24.1624,-12.3278,46.2479,-25.1812,7.11445,12.94,2.90735,0.0,0.0,0.0,0.528577,3.44453,0.0,0.0,-1.77636e-15,-1.05232,0.0,0.0830956,2.384,466,72,1,1,0
222,2XZQ_1,14.7064,-1.42394,-1.87328,-10.6057,-0.112692,20.3496,-12.3892,13.4623,4.53827,1.79128,0.0,0.0,0.0,1.18731,10.6473,0.0,0.0,0.0,-0.24081,0.0,0.0232789,2.384,242,29,6,5,3
223,2Y06_1,6.82,-0.712576,-0.631136,-7.71278,0.0322109,11.4033,-8.72035,7.26914,2.38756,3.00478,0.0,0.0,0.0,0.491549,1.93024,0.0,0.0,0.0,0.00834231,0.0,-6.93889e-18,2.384,243,22,3,3,0
224,2Y07_1,16.4032,-0.038111,-0.0140758,-8.03234,0.193274,11.8374,-10.5328,18.8081,1.63002,1.94907,0.0,0.0,0.0,0.57131,2.24038,0.0,0.0,0.0,0.0313785,0.0,0.0,2.384,239,23,8,8,0
225,2Y36_1,7.56941,-0.688447,-0.0693255,-9.63426,-0.279401,13.3528,-12.8941,9.44801,2.6757,2.52788,0.0,0.0,0.0,3.10657,3.06055,0.0,0.0,0.0,0.0239856,0.0,0.0,2.384,244,25,3,2,1
226,2Y5T_1,-8.15429,-5.00471,-2.88636,-12.401,-0.401733,17.7078,-14.8025,0.833762,3.55698,5.29239,0.0,0.0,0.0,0.0104289,0.976408,0.0,0.0,0.0,-0.0847559,0.0,0.0254041,2.384,281,34,0,0,0
227,2Y6S_1,-0.654654,-1.30017,-2.02531,-14.9053,-0.685985,22.5557,-20.1075,6.01394,3.96485,5.21274,0.0,0.0,0.0,0.731327,3.19408,0.0,0.0,0.0,-0.111627,0.0,0.00259991,2.384,245,38,1,1,0
228,2YC1_1,-3.6447,-1.65931,-5.95018,-15.0961,-1.83467,23.758,-18.6334,4.65902,7.35888,4.53188,0.0,0.0,0.0,0.319049,2.45723,-0.394427,0.0,1.77636e-15,-0.747256,0.0,0.0438827,2.384,289,44,0,0,0
229,2YPV_1,-6.66682,-2.10987,-10.1895,-15.9071,-7.25172,29.632,-17.2056,2.58899,11.5668,3.51282,0.0,0.0,-2.22045e-16,0.209295,1.9113,0.0,0.0,0.0,-1.60644,0.0,0.0934809,2.384,470,48,0,0,0
230,2YSS_1,2.57131,-3.47904,-9.5812,-19.0454,-3.14171,34.7049,-18.5639,10.8395,6.13532,3.40772,0.0,0.0,0.0,1.31849,4.35311,0.109071,0.0,0.0,-0.143561,0.0,0.0111526,2.384,352,45,2,2,0
231,2ZCH_1,-9.20653,-2.91056,-6.71943,-15.4478,-2.98425,23.5631,-20.1117,3.69761,9.41898,2.27888,0.0,0.0,0.0,0.895736,2.7785,-0.494775,0.0,0.0,-0.757685,0.0,0.36545,2.384,480,48,0,0,0
232,2ZJS_1,-4.12737,-2.48943,-3.15183,-12.2468,-2.18937,16.8293,-14.3308,4.41252,6.01431,3.26721,0.0,0.0,0.0,0.118198,2.47097,-0.0274788,0.0,0.0,-0.333085,0.0,0.0,2.384,650,32,1,1,0
233,2ZPK_1,-9.33905,-2.56017,-6.93026,-9.96779,-0.819627,12.3779,-12.277,0.909293,4.97075,4.38449,0.0,0.0,0.0068313,0.722371,1.13955,0.0,0.0,0.0,-0.155826,0.0,0.0,2.384,236,24,0,0,0
234,3A67_1,-7.9738,-4.24383,-9.56365,-18.749,-4.71812,33.6141,-19.0645,4.44065,6.09494,4.32218,0.0,0.0,0.0,0.295557,3.84461,0.527325,0.0,7.10543e-15,-0.929497,0.0,0.0,2.384,352,48,1,1,0
235,3A6B_1,-10.6906,-3.44913,-10.4073,-17.9857,-5.2129,31.3108,-18.4695,3.48879,7.11017,3.28996,0.0,0.0,0.0,0.22825,3.55488,0.218936,0.0,0.0,-0.824179,0.0,0.0112249,2.384,352,47,0,0,0
236,3A6C_1,-10.1548,-4.0047,-11.0297,-18.3797,-3.00321,31.5223,-18.7506,3.66188,6.75283,3.24305,0.0,0.0,0.0,0.33306,4.01329,0.131982,0.0,1.77636e-15,-0.643721,0.0,0.0116828,2.384,352,47,0,0,0
237,3AB0_1,-4.42632,-2.41064,-3.83192,-12.4085,-2.42911,19.4844,-14.9518,3.81759,5.91804,3.4205,0.0,0.0,0.0,0.206399,2.83379,0.0,0.0,0.0,-1.32354,0.0,0.0822583,2.384,358,42,0,0,0
238,3B2U_1,-7.45584,-3.97399,-3.08408,-14.8764,-0.886513,20.3444,-18.9229,2.11401,7.29428,4.84134,0.0,0.0,0.0,0.184923,1.76944,-0.0256172,0.0,0.0,-0.484505,0.0,0.0193054,2.384,424,46,0,0,0
239,3B9K_1,-3.40451,-5.6841,-8.68688,-16.9352,-2.62053,31.3232,-17.8556,4.18077,6.10949,5.51786,0.0,0.0,0.0,1.54845,4.36192,0.0,0.0,0.0,-0.33597,0.0,0.0340424,2.384,343,47,0,0,0
240,3BAE_1,-1.04175,-3.57651,-3.49518,-13.0637,-2.21941,20.8867,-14.8532,4.47947,5.43304,5.0701,0.0,0.0,0.0,0.132891,1.44088,0.0,0.0,0.0,-0.05677,0.0,0.22089,2.384,245,29,1,1,0
241,3BDY_1,-8.56594,-6.70085,-3.53663,-14.8785,-0.183569,20.1327,-17.7457,2.44799,6.13859,5.27296,0.0,0.0,0.0,0.471081,2.96778,0.0,0.0,3.55271e-15,-0.121041,0.0,0.137004,2.384,329,35,0,0,0
242,3BGF_1,-0.0372909,-3.51725,-3.49197,-13.4048,-1.22907,22.0745,-15.409,3.82355,4.68678,5.29691,0.0,0.0,0.0,1.23582,3.88462,0.0132382,0.0,-1.77636e-15,-0.116083,0.0,2.77556e-17,2.384,409,35,0,0,0
243,3BKY_1,0.362118,-0.476544,-0.33798,-7.60264,-0.66859,11.2147,-9.32392,1.95095,3.47855,1.98983,0.0,0.0,0.0,0.297453,0.951925,0.0,0.0,-4.44089e-16,-0.180866,0.0,0.0211634,2.384,249,26,0,0,0
244,3BN9_1,0.916199,-2.57372,-7.92746,-22.7283,-2.39144,33.193,-25.7197,7.3709,12.4698,8.5999,0.0,0.0,0.0,1.4841,6.08766,-0.0151989,0.0,0.0,-0.85634,0.0,0.0106337,2.384,481,56,2,1,1
245,3BQU_1,19.3488,-0.0180387,-7.10543e-15,-1.87789,8.68327,6.24082,-1.63232,4.08365,1.19998,1.03091,0.0,0.0,-4.44089e-16,0.250819,0.297778,0.0,0.0,0.0,1.38764,0.0,5.55112e-17,2.384,447,14,2,2,0
246,3BSZ_1,15.4487,-0.0549247,-1.55696,-11.2025,-0.212779,18.6511,-11.3961,10.8259,6.97564,2.69052,0.0,0.0,0.0,1.31586,3.60274,-0.172315,0.0,-3.55271e-15,-0.4186,0.0,0.00377916,2.384,405,40,3,3,0
247,3C09_1,8.71491,-2.34713,-3.70155,-15.3631,-3.63083,29.706,-15.4585,7.65474,7.8138,3.85447,0.0,0.0,0.0,0.701248,4.26067,0.0,0.0,0.0,-0.674516,0.0,0.160295,2.384,422,44,1,1,0
248,3CSY_1,2.28583,-2.78153,-6.27032,-14.3987,-1.18155,21.7061,-16.6885,10.3223,6.55585,4.03415,0.0,0.0,-1.11022e-16,1.12651,4.73903,0.0669105,0.0,0.0,-0.227467,0.0,0.0221352,2.384,611,42,4,4,1
249,3CVH_1,-5.88822,-2.2416,-6.04023,-17.4231,-2.12629,27.1546,-20.3014,2.00041,10.352,2.89761,0.0,0.0,0.0,0.237407,3.1212,0.000129566,0.0,-1.77636e-15,-0.397743,0.0,0.0,2.384,510,51,0,0,0
250,3CX5_1,-8.34801,-2.00059,-3.47182,-14.1393,-2.64882,21.0791,-17.028,1.63442,4.69045,3.54175,0.0,0.0,0.0,0.197626,2.68051,0.0790678,0.0,1.33227e-15,-0.311592,0.0,0.0297221,2.384,414,42,0,0,0
251,3CXD_1,-9.78357,-2.36577,-4.72093,-11.5764,-3.36021,15.972,-14.2579,2.26702,5.47734,3.36909,0.0,0.0,0.0,0.0731505,2.65653,0.0,0.0,0.0,-0.660949,0.0,0.0,2.384,238,30,0,0,0
252,3D0L_1,-6.71132,-2.68394,-3.5719,-14.312,-5.61414,20.4551,-18.4231,6.56562,6.57361,4.87614,0.0,0.0,0.0,0.175333,1.62475,0.0,0.0,0.0,-0.805397,0.0,0.0534448,2.384,245,31,0,0,0
253,3D85_1,-9.02375,-3.07821,-7.90654,-15.1595,-1.38517,22.3568,-17.9367,4.79796,4.13168,4.67421,0.0,0.0,0.0,0.36656,3.03555,0.0247133,0.0,-8.88178e-16,-0.0223577,0.0,0.112797,2.384,387,38,0,0,0
254,3D9A_1,2.65743,-3.62657,-7.13953,-18.2184,-1.97971,32.2884,-18.3494,8.33809,6.6759,4.20259,0.0,0.0,0.0,1.02623,4.11052,0.0466234,0.0,3.55271e-15,-0.609463,0.0,0.00273982,2.384,354,46,2,2,0
255,3DRQ_1,-6.56154,-1.52156,-4.95232,-11.3088,-5.15759,17.5357,-14.4189,3.84388,5.43166,4.52057,0.0,0.0,0.0,0.10535,2.37524,0.0,0.0,0.0,-0.693634,0.0,0.0540514,2.384,241,25,0,0,0
256,3DVG_1,0.937757,-1.71935,-5.5897,-21.8388,-3.12718,32.0011,-24.3587,6.91523,13.8216,4.38442,0.0,0.0,0.0,1.47539,4.60349,0.190503,0.0,0.0,-1.21676,0.0,-2.77556e-17,2.384,379,58,0,0,0
257,3DVN_1,6.82855,-1.36778,-7.96531,-20.9301,-3.32799,32.6332,-23.2791,12.6702,13.434,4.19172,0.0,0.0,0.0,1.7871,3.99615,-0.152783,0.0,0.0,-0.864666,0.0,0.0,2.384,379,56,3,3,0
258,3E8U_1,-6.65203,-3.21487,-5.94917,-12.5678,0.283652,17.6987,-14.0653,2.80757,5.46926,2.94376,0.0,0.0,0.0,0.12639,2.69034,0.0,0.0,0.0,-0.184145,0.0,0.0,2.384,241,30,0,0,0
259,3EFD_1,2.45001,-0.170944,-6.54934,-7.15096,-1.80948,14.1978,-6.05167,2.97532,5.92291,1.30055,0.0,0.0,0.0,0.441486,0.995909,-0.169939,0.0,0.0,-0.50466,0.0,0.018883,2.384,262,26,0,0,0
260,3EFF_1,21.1652,-1.08823,-5.91757,-15.0001,-4.42624,25.8255,-15.8677,25.516,7.88106,1.34742,0.0,0.0,0.0,3.05797,6.33851,0.0,0.0,0.0,-0.206729,0.0,0.0438303,2.384,514,37,13,13,0
261,3EOA_1,-6.65295,-3.25026,-6.95645,-12.0883,-1.86125,20.395,-14.4058,0.429942,7.28305,3.83018,0.0,0.0,0.0,0.137011,2.55389,0.210098,0.0,0.0,-0.526069,0.0,0.149807,2.384,410,39,0,0,0
262,3EYF_1,-7.57759,-4.58147,-2.794,-15.1155,-1.53292,20.5799,-19.2817,2.83792,5.25839,6.67513,0.0,0.0,0.0,0.330689,1.23989,0.0,0.0,0.0,0.0459895,0.0,0.0,2.384,245,33,1,1,0
263,3EYS_1,-2.70566,-2.47822,-2.97355,-10.1316,-3.21563,18.4383,-11.2577,1.60668,3.60817,3.31231,0.0,0.0,0.0,0.101134,0.555754,0.0,0.0,0.0,-0.49771,0.0,0.782083,2.384,241,24,0,0,0
264,3FFD_1,-7.65559,-5.13755,-7.71228,-17.2233,-6.17556,26.7447,-20.2284,8.21411,10.7164,3.52828,0.0,0.0,0.0,0.550055,4.04705,-0.218923,0.0,0.0,-0.789702,0.0,0.0765174,2.384,255,37,2,2,0
265,3FMG_1,3.14692,-0.911902,-2.00293,-4.25182,0.350183,10.1264,-4.57729,0.36314,2.2985,1.50569,0.0,0.0,0.0,0.0592608,1.14422,0.0,0.0,0.0,0.187687,0.0,1.94289e-16,2.384,465,21,0,0,0
266,3FN0_1,-10.8153,-2.90541,-5.43062,-11.0894,-2.92564,14.6632,-14.7411,1.05326,5.37387,5.2977,0.0,0.0,0.0,0.239828,2.81052,0.0,0.0,0.0,-0.504937,0.0,0.153852,2.384,242,23,0,0,0
267,3G04_1,-7.55067,-3.17617,-12.9354,-20.1889,-8.1463,36.3418,-21.0967,4.77267,14.4243,3.56635,0.0,0.0,0.0,0.266794,1.55017,0.0,0.0,-4.44089e-16,-1.41162,0.0,0.032556,2.384,463,72,1,1,0
268,3G5V_1,-2.496,-3.16729,-4.73782,-11.7793,-3.00089,21.1099,-12.849,2.55115,6.40876,2.87652,0.0,0.0,0.0,0.207477,1.53385,0.0,0.0,0.0,-0.692452,0.0,0.576906,2.384,242,31,0,0,0
269,3G5Y_1,-1.01063,-2.37565,-5.94592,-10.7954,-2.95783,20.124,-11.7489,3.83108,7.26966,1.2505,0.0,0.0,0.0,0.66842,1.3683,0.0,0.0,-4.44089e-16,-0.404907,0.0,0.0743953,2.384,242,31,0,0,0
270,3G6D_1,-6.85375,-3.18089,-6.2557,-14.8548,-7.64798,25.2699,-18.7117,5.50768,11.6109,2.6771,0.0,0.0,0.0,0.365957,2.22756,0.230718,0.0,0.0,-1.87324,0.0,0.00825622,2.384,339,44,0,0,0
271,3G6J_1,-2.66743,-3.17798,-3.8093,-17.2175,-2.14191,24.7583,-20.6382,3.69103,7.68743,7.19143,0.0,0.0,0.0,1.01373,3.05175,0.0,0.0,-7.10543e-15,-0.199507,0.0,0.17498,2.384,1145,40,0,0,0
272,3GBM_1,-14.8415,-3.1393,-3.93988,-10.4685,-0.271394,9.60411,-15.2174,0.845199,5.34783,2.51734,0.0,0.0,0.0,0.0449964,1.35244,0.0696777,0.0,8.88178e-16,-0.234256,0.0,0.0,2.384,409,27,0,0,0
273,3GBM_2,-8.30843,-1.3224,-1.13184,-10.7036,-0.176994,10.4324,-15.5829,2.94497,5.08889,2.12763,0.0,0.0,0.0,0.137679,1.52667,-0.00221847,0.0,4.44089e-16,-0.119977,0.0,0.0,2.384,405,28,0,0,0
274,3GBN_1,-13.1786,-2.66916,-2.69204,-10.7452,-0.275522,9.75486,-15.7341,1.06568,5.46564,2.70566,0.0,0.0,0.0,0.121666,1.39272,0.0747101,0.0,-4.44089e-16,-0.250789,0.0,0.0,2.384,407,27,0,0,0
275,3GGW_1,-6.64895,-0.483201,-2.42675,-10.4743,-1.43151,12.1336,-14.1007,3.08035,3.9438,1.86427,0.0,0.0,0.206141,0.874161,1.53808,0.335397,0.0,0.0,-0.357286,0.0,0.187016,2.384,245,30,1,1,0
276,3GHE_1,-14.9733,-8.97216,-3.06539,-18.0989,-3.51759,21.9889,-23.1477,7.15101,6.8501,5.83369,0.0,0.0,0.0,1.08772,5.80923,0.0,0.0,0.0,-1.13761,0.0,0.0546696,2.384,261,34,2,0,2
277,3GI9_1,-6.70951,-3.03943,-3.55185,-16.1025,-5.05363,24.7398,-20.8909,3.39556,7.35092,6.89748,0.0,0.0,0.0,0.152885,1.41958,-0.116009,0.0,0.0,-0.491838,0.0,0.0,2.384,677,47,0,0,0
278,3GJF_1,-9.80338,-4.04452,-4.55047,-19.0265,-2.33446,26.8909,-23.2481,5.53945,8.70639,2.71125,0.0,0.0,0.0,0.18515,4.3339,-0.0518922,0.0,1.77636e-15,-0.612208,0.0,0.031707,2.384,517,54,1,1,0
279,3GO1_1,-13.4496,-4.07599,-8.43976,-14.1687,-5.19737,22.9548,-15.7295,1.34912,5.80596,4.49528,0.0,0.0,0.0,0.365833,3.60707,0.0,0.0,0.0,-1.18883,0.0,0.379509,2.384,249,34,1,0,1
280,3GRW_1,-15.071,-7.68459,-6.86998,-25.8032,-3.96525,36.3741,-31.5652,3.96038,13.1264,8.56484,0.0,0.0,0.0,0.462973,2.95865,0.0,0.0,-1.77636e-15,-1.67154,0.0,0.0,2.384,443,72,1,1,0
281,3H0T_1,-7.18435,-3.23371,-1.87835,-14.7334,-1.71337,16.7225,-19.5007,3.72931,7.87001,5.31205,0.0,0.0,0.0,0.658095,3.30479,0.0,0.0,0.0,-0.416691,0.0,1.38778e-17,2.384,258,39,0,0,0
282,3H3P_1,-12.94,-1.72137,-3.7324,-13.4144,-0.768855,14.7649,-19.0226,1.62349,5.7328,3.57713,0.0,0.0,0.0,0.352742,2.6735,-0.0416445,0.0,0.0,-0.289723,0.0,0.0,2.384,252,35,0,0,0
283,3H42_1,-9.54396,-4.62781,-7.20533,-22.4723,0.00914671,32.5679,-26.7175,3.79604,7.07889,7.75969,0.0,0.0,0.0,0.306173,5.73837,-0.0518135,0.0,-7.10543e-15,-0.0897553,0.0,0.102801,2.384,860,66,0,0,0
284,3HAE_1,0.89239,-3.27834,-4.49366,-21.6979,-3.26587,30.9472,-26.006,12.8367,9.10904,4.37695,0.0,0.0,1.12835,1.81627,7.39259,-0.0283701,0.0,-1.77636e-15,-0.56489,0.0,0.0128296,2.384,517,59,3,3,0
285,3HB3_1,-0.465667,-1.62726,-7.43083,-11.304,-0.910451,18.7274,-12.5105,5.30897,6.2763,1.62802,0.0,0.0,2.22045e-16,0.887581,2.01018,0.0218019,0.0,0.0,0.385059,0.0,0.0821935,2.384,478,41,1,1,0
286,3HI1_1,-3.92661,-3.24245,-4.80476,-16.2768,-3.73672,23.6462,-20.2997,5.2633,7.63001,7.13748,0.0,0.0,0.621431,0.504817,1.38139,0.139133,0.0,0.0,-0.581775,0.0,0.0732403,2.384,637,55,0,0,0
287,3HI6_1,-6.50445,-1.14038,-5.4516,-17.3919,0.744469,23.0734,-22.3433,4.0328,8.48618,3.14824,0.0,0.0,0.0,0.162415,2.6375,0.163344,0.0,0.0,-0.090679,0.0,0.102607,2.384,409,47,0,0,0
288,3HMX_1,6.6773,-1.31115,-4.65065,-16.1233,-6.42391,27.8954,-17.8514,9.63766,8.16664,6.03342,0.0,0.0,0.0,2.15898,4.11442,0.0,0.0,0.0,-0.854411,0.0,0.0,2.384,534,52,4,4,0
289,3HR5_1,-0.4751,-6.36568,-7.75598,-15.0829,-0.826887,23.3052,-16.5594,7.36991,6.79701,7.92672,0.0,0.0,0.0,0.874924,2.97455,0.0,0.0,0.0,-0.266251,0.0,0.108187,2.384,241,35,2,2,0
290,3I50_1,-2.18233,-2.67905,-1.54297,-10.9911,0.378679,13.4375,-14.5888,4.18575,3.49347,4.65416,0.0,0.0,0.0,1.39871,3.00693,0.0,0.0,0.0,0.071267,0.0,1.11022e-16,2.384,521,26,0,0,0
291,3IDG_1,-6.31142,-3.56443,-5.13955,-9.68507,-6.65699,17.1273,-11.6962,5.04015,4.78763,4.44197,0.0,0.0,0.0,0.242461,2.5881,0.0,0.0,0.0,-1.51598,0.0,0.307271,2.384,248,23,1,1,0
292,3IDX_1,-8.33908,-3.03349,-2.04465,-11.6595,-3.55611,17.3261,-15.5359,1.75638,5.99353,3.00218,0.0,0.0,0.0,0.202474,1.09435,-0.0312753,0.0,0.0,-0.758853,0.0,-2.22045e-16,2.384,649,36,0,0,0
293,3IET_1,1.94311,-1.86443,-0.750192,-5.24017,-0.454197,9.00542,-5.74551,1.68087,1.96653,3.22435,0.0,0.0,0.0,0.0799675,0.442879,0.0,0.0,0.0,-0.0705444,0.0,0.111014,2.384,239,19,0,0,0
294,3IFN_1,-5.26191,-2.92489,-5.28632,-11.9719,-2.43871,18.7937,-13.7483,3.78665,4.72547,3.58453,0.0,0.0,0.0,0.148325,0.71886,0.0,0.0,0.0,-0.169209,0.0,0.238817,2.384,241,27,0,0,0
295,3IFO_1,-10.6745,-5.43979,-5.94875,-12.396,-3.57025,19.7592,-14.1711,0.623076,5.18738,4.59292,0.0,0.0,0.0,0.209181,0.91868,0.0,0.0,0.0,-0.245801,0.0,0.725461,2.384,244,28,0,0,0
296,3IFP_1,-4.66873,-4.61937,-4.05738,-12.3286,-1.5966,18.6406,-14.2351,2.85227,5.99219,4.14074,0.0,0.0,0.0,0.236141,1.41189,0.0,0.0,0.0,0.0551284,0.0,0.25123,2.384,242,25,1,1,0
297,3IU3_1,-0.182267,-1.48201,-8.82934,-18.4769,-7.72297,32.1105,-20.0685,6.6102,12.5713,6.21214,0.0,0.0,0.0,0.477506,2.82912,0.0,0.0,-3.55271e-15,-1.68489,0.0,0.10071,2.384,383,53,2,2,0
298,3IYW_1,198.375,-1.77241,-3.7296,-22.7712,-1.92432,44.5579,-25.195,188.86,11.3441,7.47461,0.0,0.0,0.0,1.55009,33.2761,0.0,0.0,0.0,-0.136731,0.0,0.117676,2.384,1036,65,21,20,5
299,3J1S_1,2.45963,-0.662422,-0.61058,-2.70695,0.221951,4.42344,-3.3403,1.07502,1.76274,2.13125,0.0,0.0,0.0,0.12306,0.500574,0.0,0.0,0.0,0.0177174,0.0,0.0246869,2.384,747,23,0,0,0
300,3J70_1,19.9371,-1.299,-1.07175,-18.9823,-4.20313,35.8459,-21.5984,16.7191,10.1197,5.13836,0.0,0.0,0.0,1.60282,5.48324,-0.084266,0.0,-1.77636e-15,-2.24992,0.0,0.0,2.384,693,60,4,4,0
301,3J8V_1,60.2911,-1.32383,-2.23657,-12.247,-0.840029,20.7099,-14.2892,58.0532,7.11469,5.4286,0.0,0.0,0.0,0.0887041,2.44045,0.0,0.0,0.0,-0.167383,0.0,0.0,2.384,1138,45,12,12,0
302,3J8W_1,337.873,-3.01095,-4.66613,-28.4465,0.90193,51.9304,-34.1418,335.64,9.80947,8.29839,0.0,0.0,0.0,1.29368,8.74878,0.0,0.0,0.0,0.243736,0.0,0.0209777,2.384,1137,68,26,26,1
303,3J8Z_1,66.6479,-0.935035,-4.82261,-17.3054,-2.51151,29.7367,-18.7765,67.6066,8.09625,4.99189,0.0,0.0,0.0,0.72762,2.78117,0.0,0.0,0.0,-0.159964,0.0,0.0,2.384,1139,56,14,14,0
304,3JAB_1,25.0253,0.218164,-0.692667,-5.3335,-0.122104,11.3631,-5.7759,20.2596,2.96143,0.910286,0.0,0.0,0.0,0.245408,0.785602,0.880904,0.0,0.0,0.110591,0.0,0.0,2.384,557,22,6,6,0
305,3JAU_1,12.2048,-0.156255,-0.209073,-7.06216,0.831435,15.7409,-7.75507,3.23309,4.21705,2.22701,0.0,0.0,0.0,0.787604,1.97803,0.0,0.0,0.0,0.35028,0.0,0.0,2.384,245,23,0,0,0
306,3JBA_1,4.83953,-0.0976769,-3.01774,-5.40313,-0.40642,8.73722,-6.85787,3.47022,5.52739,2.63799,0.0,0.0,-1.77636e-15,0.168435,1.17119,0.00224153,0.0,0.0,0.0788642,0.0,0.0,2.384,708,45,0,0,0
307,3JBQ_1,17.1462,1.42109e-13,1.42109e-14,-5.46738,6.50391,13.1213,-5.57347,4.01427,2.19764,1.21097,0.0,0.0,0.0,0.207457,1.00625,-0.0350962,0.0,0.0,0.966609,0.0,-4.44089e-16,2.384,550,27,1,1,0
308,3JCX_1,10.0715,-1.42109e-14,-2.13163e-14,-5.76147,-0.541673,8.87788,-7.17417,6.71542,2.63009,3.75351,0.0,0.0,0.740155,0.966775,1.44451,0.0,0.0,0.0,-0.136067,0.0,0.00104113,2.384,770,29,2,2,0
309,3K2U_1,-6.61115,-5.49635,-8.55312,-20.7499,-0.0245931,29.2595,-24.1737,7.96407,7.83558,5.83227,0.0,0.0,0.0,0.970892,5.88732,0.0797228,0.0,0.0,0.10574,0.0,0.33869,2.384,469,57,1,1,0
310,3KJ4_1,81.4757,-1.3733,-2.76913,-16.6555,0.362696,26.031,-19.4272,81.1585,6.26898,6.54128,0.0,0.0,0.00295715,1.21147,5.24801,0.0,0.0,1.77636e-15,0.123933,0.0,0.0,2.384,517,45,6,6,0
311,3KJ4_2,1.59657,-2.82368,-3.73101,-11.5711,0.233305,19.0357,-12.7619,2.37219,5.47667,4.66524,0.0,0.0,-4.44089e-16,0.61657,3.1567,0.0,0.0,1.77636e-15,0.0845171,0.0,-2.22045e-16,2.384,514,37,0,0,0
312,3KR3_1,-11.9946,-2.78813,-4.97052,-18.2534,-2.70178,25.0762,-23.4579,3.8684,9.2966,2.89083,0.0,0.0,0.0,0.34046,6.82247,-0.680232,0.0,3.55271e-15,-0.61522,0.0,0.0,2.384,292,47,1,0,1
313,3KS0_1,-5.6907,-1.02774,-5.65263,-10.2965,-0.780482,13.6524,-12.6891,3.13352,3.84344,3.55284,0.0,0.0,0.0,0.718853,3.71071,0.0,0.0,0.0,-0.163408,0.0,0.0180706,2.384,322,30,2,1,1
