pdb	no_motifs	conn_res_paratope	conn_res_epitope	energy	hfr1	hfr2	hfr3	hfr4	lfr1	lfr2	lfr3	lfr4	cdrh1	cdrh2	cdrh3	cdrl1	cdrl2	cdrl3	avg_len_para	avg_len_epi
4HLZ_1	5	20	64	-10.9096	1	0	0	0	0	1	0	0	0	0	1	1	1	0	4.0	12.8
4HPO_1	7	33	30	-17.9965	1	0	0	0	0	0	0	0	1	1	1	1	1	1	4.714285714285714	4.285714285714286
4HPY_1	8	40	27	-17.86	0	1	0	0	0	0	1	0	1	1	1	1	1	1	5.0	3.375
4HS6_1	5	22	21	-6.74058	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.4	4.2
4HS8_1	5	27	21	-9.71947	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.4	4.2
4HT1_1	8	26	36	1.11167	0	0	0	0	0	1	1	0	1	1	1	1	1	1	3.25	4.5
4HWB_1	9	29	50	-11.4717	1	1	0	0	0	1	0	0	1	1	1	1	1	1	3.2222222222222223	5.555555555555555
4HZL_1	6	37	25	-2.52085	0	1	0	0	0	0	0	0	1	1	1	1	0	1	6.166666666666667	4.166666666666667
4I18_1	8	30	43	-3.52003	1	0	1	0	0	1	0	0	1	1	1	0	1	1	3.75	5.375
4I77_1	8	27	36	-9.59192	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.375	4.5
4IDJ_1	5	30	26	3.23419	1	0	0	0	0	0	0	0	1	1	1	0	0	1	6.0	5.2
4IJ3_1	8	28	38	-10.2571	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.5	4.75
4IOF_1	2	19	20	-2.74404	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9.5	10.0
4IOF_2	2	19	22	2.172	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9.5	11.0
4IRZ_1	7	35	51	5.57781	1	0	0	0	0	0	0	0	1	1	1	1	1	1	5.0	7.285714285714286
4J4P_1	7	44	76	2.49952	1	0	1	0	0	0	0	0	1	1	1	1	0	1	6.285714285714286	10.857142857142858
4J6R_1	10	42	73	3.54571	1	1	1	0	1	0	0	1	1	1	1	1	0	1	4.2	7.3
4J8R_1	7	22	22	10.3993	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.142857142857143	3.142857142857143
4JAN_1	7	26	49	7.42985	0	0	0	0	0	0	1	0	1	1	1	1	1	1	3.7142857142857144	7.0
4JDT_1	6	26	36	15.2747	0	1	1	0	0	0	0	0	1	1	1	0	0	1	4.333333333333333	6.0
4JFX_1	5	23	16	-7.28905	0	0	0	0	0	0	0	0	1	1	1	0	1	1	4.6	3.2
4JFZ_1	5	25	16	-8.38166	0	0	0	0	0	0	0	0	1	1	1	0	1	1	5.0	3.2
4JG1_1	5	24	16	-7.12571	0	0	0	0	0	0	0	0	1	1	1	0	1	1	4.8	3.2
4JHW_1	6	28	35	0.586729	0	0	0	0	0	1	0	0	0	1	1	1	1	1	4.666666666666667	5.833333333333333
4JKP_1	8	35	57	-4.20662	1	1	1	0	1	0	0	0	0	1	1	1	0	1	4.375	7.125
4JLR_1	6	23	23	-8.27737	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3.8333333333333335	3.8333333333333335
4JM2_2	4	22	16	0.310074	0	0	0	0	0	0	0	0	1	1	1	0	1	0	5.5	4.0
4JO3_1	6	36	23	-10.1307	0	0	0	0	1	0	0	0	1	1	1	1	0	1	6.0	3.8333333333333335
4JPK_1	9	33	52	2.08178	1	1	1	0	1	0	0	0	1	1	1	1	0	1	3.6666666666666665	5.777777777777778
4JPW_1	9	36	59	-1.35937	1	1	1	0	1	0	0	0	1	1	1	1	0	1	4.0	6.555555555555555
4JQI_1	8	18	31	-5.07226	1	0	0	0	0	1	1	0	1	1	1	1	1	0	2.25	3.875
4JR9_1	8	20	28	2.76875	1	0	0	0	0	1	0	0	1	1	1	1	1	1	2.5	3.5
4JZJ_1	8	34	40	-5.26418	1	0	0	0	1	0	0	0	1	1	1	1	1	1	4.25	5.0
4JZO_1	7	26	22	-11.006	0	0	0	0	0	0	1	0	1	1	1	1	1	1	3.7142857142857144	3.142857142857143
4K24_1	6	17	24	19.9567	1	0	0	0	0	1	0	0	1	1	1	1	0	0	2.8333333333333335	4.0
4K2U_1	6	28	30	-5.29721	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.666666666666667	5.0
4K3J_1	6	30	34	-6.96802	0	0	0	0	0	0	0	0	1	1	1	1	1	1	5.0	5.666666666666667
4K7P_2	8	33	101	-1.77187	1	0	1	0	0	0	0	0	1	1	1	1	1	1	4.125	12.625
4K8R_2	5	32	32	-5.16702	0	1	0	0	0	0	0	0	1	1	1	0	0	1	6.4	6.4
4K94_1	8	27	49	-9.75133	1	0	1	0	0	1	0	0	1	1	1	0	1	1	3.375	6.125
4K9E_1	9	28	55	-5.3683	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.111111111111111	6.111111111111111
4KI5_1	6	22	22	-0.608403	1	0	0	0	0	0	0	0	1	1	1	1	0	1	3.6666666666666665	3.6666666666666665
4KI5_2	6	31	41	-12.7598	1	0	0	0	0	0	0	0	1	1	1	1	0	1	5.166666666666667	6.833333333333333
4KUC_1	6	27	35	2.73196	0	0	0	0	0	0	1	0	1	1	1	1	0	1	4.5	5.833333333333333
4KVN_1	6	36	39	-6.78849	0	0	0	0	0	0	1	0	0	1	1	1	1	1	6.0	6.5
4KXZ_1	6	24	23	-6.45103	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.0	3.8333333333333335
4L5F_1	8	23	29	1.09472	1	0	0	0	0	0	1	0	1	1	1	1	1	1	2.875	3.625
4LEO_1	5	31	35	-6.65572	0	0	0	0	0	0	0	0	1	1	1	1	0	1	6.2	7.0
4LF3_1	4	25	23	0.0192731	0	0	0	0	0	0	0	0	1	1	1	0	0	1	6.25	5.75
4LIQ_1	8	27	40	-4.31307	1	1	1	0	0	0	0	0	1	1	1	1	0	1	3.375	5.0
4LKX_1	8	32	37	-7.56271	1	1	0	0	0	0	0	0	1	1	1	1	1	1	4.0	4.625
4LMQ_1	6	24	26	-8.48895	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.0	4.333333333333333
4LQF_1	6	25	29	-9.29235	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.166666666666667	4.833333333333333
4LSP_1	9	40	59	2.32049	0	1	1	0	1	0	0	1	1	1	1	1	0	1	4.444444444444445	6.555555555555555
4LSQ_1	9	36	58	3.71441	1	1	1	0	1	0	0	0	1	1	1	1	0	1	4.0	6.444444444444445
4LSR_1	10	38	52	5.06908	1	1	1	0	1	0	0	1	1	1	1	1	0	1	3.8	5.2
4LSS_1	9	33	53	4.60216	1	1	1	0	1	0	0	0	1	1	1	1	0	1	3.6666666666666665	5.888888888888889
4LST_1	9	34	56	3.37022	1	1	1	0	1	0	0	0	1	1	1	1	0	1	3.7777777777777777	6.222222222222222
4LSU_1	7	31	54	-2.35784	1	1	1	0	0	0	0	0	1	1	1	0	0	1	4.428571428571429	7.714285714285714
4LU5_1	7	28	28	-5.54408	0	0	1	0	0	1	0	0	1	1	1	1	0	1	4.0	4.0
4LVH_1	4	26	36	24.1039	0	0	0	0	0	0	0	0	0	1	1	1	0	1	6.5	9.0
4LVH_3	4	25	31	18.6476	0	0	0	0	0	0	0	0	0	1	1	1	0	1	6.25	7.75
4LVN_1	7	28	35	-5.56343	1	0	0	0	0	0	1	0	1	1	1	1	0	1	4.0	5.0
4M1C_1	3	20	21	-6.04045	0	0	0	0	0	1	0	0	0	1	1	0	0	0	6.666666666666667	7.0
4M1D_1	5	28	20	-14.4254	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.6	4.0
4M1G_1	9	37	75	-12.7447	1	0	1	0	0	0	1	0	1	1	1	1	1	1	4.111111111111111	8.333333333333334
4M5Z_1	7	30	36	-0.612848	0	0	0	0	0	0	1	0	1	1	1	1	1	1	4.285714285714286	5.142857142857143
4M62_1	7	38	36	-15.0268	0	1	1	0	0	0	0	0	1	1	1	1	0	1	5.428571428571429	5.142857142857143
4M7L_1	8	35	43	8.04089	1	0	0	0	0	1	0	0	1	1	1	1	1	1	4.375	5.375
4M8Q_1	6	33	26	-15.5042	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.5	4.333333333333333
4M8Q_2	6	35	28	-15.7073	0	1	1	0	0	0	0	0	1	1	1	0	0	1	5.833333333333333	4.666666666666667
4MHH_1	7	29	45	11.5942	1	0	0	0	0	1	0	0	1	1	1	1	1	0	4.142857142857143	6.428571428571429
4MHJ_1	9	31	45	20.1086	1	0	1	0	0	1	1	0	1	1	1	1	1	0	3.4444444444444446	5.0
4MHJ_2	9	34	42	18.6073	1	0	1	0	0	1	1	0	1	1	1	1	1	0	3.7777777777777777	4.666666666666667
4MWF_1	8	30	29	-12.2423	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.75	3.625
4MXV_1	6	31	39	-7.72595	0	0	0	0	0	0	0	0	1	1	1	1	1	1	5.166666666666667	6.5
4N0Y_1	6	34	17	-11.9146	1	0	0	0	0	0	0	0	1	1	1	1	0	1	5.666666666666667	2.8333333333333335
4N8C_1	5	32	22	-12.5318	0	0	0	0	0	0	0	0	1	1	1	1	0	1	6.4	4.4
4N90_1	6	35	29	8.30684	0	0	0	0	0	0	1	0	1	1	1	1	0	1	5.833333333333333	4.833333333333333
4N9G_1	6	27	32	-2.76711	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.5	5.333333333333333
4N9G_2	6	27	33	-0.486953	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.5	5.5
4N9G_4	5	26	27	-5.93837	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.2	5.4
4NM8_1	6	25	19	6.95309	1	0	0	0	0	0	0	0	1	1	1	1	1	0	4.166666666666667	3.1666666666666665
4NNP_1	5	28	24	-8.15827	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.6	4.8
4NP4_1	6	26	36	-3.56559	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.333333333333333	6.0
4NRX_2	5	30	24	-12.3434	0	0	0	0	0	0	0	0	1	1	1	1	0	1	6.0	4.8
4O02_1	9	24	36	2.20688	1	0	1	0	0	1	0	0	1	1	1	1	1	1	2.6666666666666665	4.0
4O4Y_1	6	29	18	-2.05378	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.833333333333333	3.0
4O51_1	6	25	19	1.4071	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.166666666666667	3.1666666666666665
4O58_1	4	26	25	-4.93732	1	0	1	0	0	0	0	0	0	1	1	0	0	0	6.5	6.25
4O9H_1	6	26	34	-3.53853	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.333333333333333	5.666666666666667
4OD2_1	8	32	34	10.0801	1	0	0	0	0	1	1	0	1	1	1	1	0	1	4.0	4.25
4ODX_1	7	38	31	12.8832	0	1	1	0	0	0	0	0	1	1	1	1	0	1	5.428571428571429	4.428571428571429
4OGY_1	6	19	38	-8.64577	1	0	0	0	0	1	1	0	0	0	1	1	1	0	3.1666666666666665	6.333333333333333
4OGY_2	6	27	51	-9.4983	1	0	0	0	0	1	1	0	1	0	1	0	1	0	4.5	8.5
4OII_1	9	30	48	-2.57307	1	1	0	0	0	1	0	0	1	1	1	1	1	1	3.3333333333333335	5.333333333333333
4OJF_1	6	30	22	-11.017	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.0	3.6666666666666665
4OKV_1	9	31	30	-4.78901	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.4444444444444446	3.3333333333333335
4OLU_1	6	29	46	7.03128	0	1	1	0	0	0	0	0	0	1	1	1	0	1	4.833333333333333	7.666666666666667
4OLV_1	7	34	54	0.964475	1	1	1	0	0	0	0	0	0	1	1	1	0	1	4.857142857142857	7.714285714285714
4OLW_1	7	30	47	5.14372	1	1	1	0	0	0	0	0	0	1	1	1	0	1	4.285714285714286	6.714285714285714
4OLX_1	7	30	50	4.43707	1	1	1	0	0	0	0	0	0	1	1	1	0	1	4.285714285714286	7.142857142857143
4OLZ_1	6	30	53	3.19482	0	1	1	0	0	0	0	0	0	1	1	1	0	1	5.0	8.833333333333334
4OM0_1	7	34	53	4.20371	1	1	1	0	0	0	0	0	0	1	1	1	0	1	4.857142857142857	7.571428571428571
4OM1_1	8	31	54	4.17538	1	1	1	0	1	0	0	0	0	1	1	1	0	1	3.875	6.75
4ONF_1	6	28	16	-9.19569	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.666666666666667	2.6666666666666665
4ONG_1	6	28	16	-3.48972	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.666666666666667	2.6666666666666665
4OQT_1	6	23	28	0.0418257	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3.8333333333333335	4.666666666666667
4OT1_1	6	26	22	-9.98672	0	0	0	0	0	0	1	0	1	0	1	1	1	1	4.333333333333333	3.6666666666666665
4P3C_1	6	31	26	-15.7137	0	0	0	0	0	0	0	0	1	1	1	1	1	1	5.166666666666667	4.333333333333333
4P59_1	10	36	45	-4.57069	1	1	1	0	0	1	1	0	1	1	1	1	0	1	3.6	4.5
4PLJ_1	5	24	74	24.033	0	0	0	0	1	0	0	0	0	1	1	1	0	1	4.8	14.8
4PP1_1	7	25	41	7.13565	1	0	0	0	0	0	0	0	1	1	1	1	1	1	3.5714285714285716	5.857142857142857
4PP2_1	7	27	39	-6.615	1	0	0	0	0	0	0	0	1	1	1	1	1	1	3.857142857142857	5.571428571428571
4PS4_1	5	19	19	-6.73194	0	0	0	0	0	0	0	0	1	1	1	1	0	1	3.8	3.8
4PY8_1	5	18	20	-6.08634	1	0	0	0	0	1	0	0	1	0	1	1	0	0	3.6	4.0
4Q0X_1	5	27	21	-4.53052	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.4	4.2
4Q5Z_4	8	47	114	-10.4745	0	0	0	0	0	1	1	1	0	1	1	1	1	1	5.875	14.25
4Q5Z_6	2	18	20	-2.14762	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9.0	10.0
4Q5Z_8	2	18	21	-3.99745	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9.0	10.5
4Q6I_1	7	34	33	9.69035	1	0	0	0	0	0	0	0	1	1	1	1	1	1	4.857142857142857	4.714285714285714
4QCI_1	7	27	30	-19.4248	0	1	0	0	0	0	1	0	0	1	1	1	1	1	3.857142857142857	4.285714285714286
4QEX_1	9	37	31	3.12489	1	0	1	0	0	1	0	0	1	1	1	1	1	1	4.111111111111111	3.4444444444444446
4QHU_1	8	27	42	-15.9739	0	0	0	0	0	1	1	0	1	1	1	1	1	1	3.375	5.25
4QNP_1	4	19	22	0.794194	0	0	0	0	0	1	1	0	0	0	1	0	1	0	4.75	5.5
4QTI_1	6	25	25	0.161939	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.166666666666667	4.166666666666667
4QWW_1	6	26	38	-6.57353	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.333333333333333	6.333333333333333
4QYO_1	8	28	29	-13.449	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.5	3.625
4R2G_1	4	26	17	-7.59818	0	0	0	0	0	0	1	0	0	0	1	1	0	1	6.5	4.25
4R4F_1	7	27	36	-0.882981	0	1	0	0	1	0	0	0	1	1	1	1	0	1	3.857142857142857	5.142857142857143
4R4N_1	8	32	43	2.23672	1	1	0	0	1	0	0	0	1	1	1	1	0	1	4.0	5.375
4R8W_1	4	23	21	-2.27877	0	0	0	0	0	0	1	0	0	1	1	1	0	0	5.75	5.25
4R9Y_1	10	28	82	3.79273	1	0	1	0	0	1	1	0	1	1	1	1	1	1	2.8	8.2
4RAU_1	7	24	34	-3.35209	1	0	0	0	0	0	0	0	1	1	1	1	1	1	3.4285714285714284	4.857142857142857
4RAV_1	6	26	56	-12.7318	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.333333333333333	9.333333333333334
4RDQ_1	9	25	82	-5.51528	1	0	1	0	0	1	0	0	1	1	1	1	1	1	2.7777777777777777	9.11111111111111
4RGM_1	6	28	33	-10.7422	1	0	1	0	0	0	0	0	0	1	1	1	0	1	4.666666666666667	5.5
4RGN_2	5	31	31	0.952204	0	0	0	0	0	0	0	0	1	1	1	1	0	1	6.2	6.2
4RGO_1	8	31	43	-10.559	1	0	1	0	0	0	0	0	1	1	1	1	1	1	3.875	5.375
4RIS_1	6	29	29	-15.6412	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.833333333333333	4.833333333333333
4RRP_1	8	31	96	-9.3634	1	0	1	0	1	0	0	0	1	1	1	1	0	1	3.875	12.0
4S1R_1	9	38	54	7.90114	1	1	1	0	1	0	0	0	1	1	1	1	0	1	4.222222222222222	6.0
4S1S_1	9	31	50	14.0676	1	1	1	0	1	0	0	0	1	1	1	1	0	1	3.4444444444444446	5.555555555555555
4TNW_1	6	24	26	-4.57369	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.0	4.333333333333333
4TQE_1	10	37	33	-13.8114	1	1	1	0	0	1	0	0	1	1	1	1	1	1	3.7	3.3
4TSA_1	5	26	32	-1.91015	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.2	6.4
4TSB_1	5	28	32	-2.87108	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.6	6.4
4TSC_1	5	28	31	-4.87258	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.6	6.2
4TTD_1	5	27	33	-3.0064	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.4	6.6
4TUK_1	9	33	29	-8.13049	1	1	0	0	0	1	0	0	1	1	1	1	1	1	3.6666666666666665	3.2222222222222223
4TUL_1	9	31	27	-7.18242	1	1	0	0	0	1	0	0	1	1	1	1	1	1	3.4444444444444446	3.0
4U0R_1	4	21	28	-7.39807	0	0	0	0	0	0	0	0	1	1	1	1	0	0	5.25	7.0
4U1G_1	6	32	28	7.92203	1	0	0	0	0	0	0	0	1	1	1	1	0	1	5.333333333333333	4.666666666666667
4U6H_1	8	33	36	1.81665	1	0	1	0	0	0	0	0	1	1	1	1	1	1	4.125	4.5
4U6V_1	6	22	26	-10.0654	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3.6666666666666665	4.333333333333333
4UAO_1	10	35	44	-10.848	1	1	0	0	0	1	1	0	1	1	1	1	1	1	3.5	4.4
4UT6_1	5	27	66	-5.07039	1	0	0	0	0	0	0	0	1	1	1	0	0	1	5.4	13.2
4UT9_1	6	30	110	3.59506	0	0	0	0	0	0	1	0	0	1	1	1	1	1	5.0	18.333333333333332
4UTA_1	7	28	100	5.14054	0	0	0	0	0	1	1	0	0	1	1	1	1	1	4.0	14.285714285714286
4UU9_1	6	24	39	-15.7946	0	0	1	0	0	1	0	0	1	0	1	1	1	0	4.0	6.5
4UV7_1	7	36	29	-9.76707	1	1	0	0	0	0	0	0	1	1	1	1	0	1	5.142857142857143	4.142857142857143
4V1D_1	4	25	29	-0.417989	0	0	0	0	0	0	0	0	1	1	1	0	0	1	6.25	7.25
4V1D_2	6	26	33	-3.00827	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.333333333333333	5.5
4WEB_1	7	22	21	-5.40309	1	0	1	0	0	1	0	0	1	1	1	0	1	0	3.142857142857143	3.0
4WFF_1	8	22	64	-9.75563	1	1	0	0	0	0	0	0	1	1	1	1	1	1	2.75	8.0
4WHT_1	9	31	33	-6.66746	0	1	1	0	0	1	0	0	1	1	1	1	1	1	3.4444444444444446	3.6666666666666665
4WHY_4	9	29	30	-5.14728	0	1	1	0	0	1	0	0	1	1	1	1	1	1	3.2222222222222223	3.3333333333333335
4WUU_1	9	42	56	-0.295352	0	0	1	0	0	1	1	0	1	1	1	1	1	1	4.666666666666667	6.222222222222222
4WV1_1	8	30	40	-7.79212	1	0	0	0	0	1	1	0	1	1	1	1	1	0	3.75	5.0
4XAK_1	6	30	34	-6.18243	1	0	1	0	0	0	0	0	1	1	1	0	0	1	5.0	5.666666666666667
4XAW_1	6	32	22	-15.0352	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.333333333333333	3.6666666666666665
4XC1_1	6	34	17	-10.543	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.666666666666667	2.8333333333333335
4XCF_1	6	32	21	-16.0752	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.333333333333333	3.5
4XGZ_1	7	25	21	-7.85126	0	1	0	0	0	0	0	0	1	1	1	1	1	1	3.5714285714285716	3.0
4XH2_1	7	24	22	-11.4109	0	1	0	0	0	0	0	0	1	1	1	1	1	1	3.4285714285714284	3.142857142857143
4XH2_2	7	25	28	-12.1798	0	1	0	0	0	0	0	0	1	1	1	1	1	1	3.5714285714285716	4.0
4XH2_3	6	24	23	-10.659	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.0	3.8333333333333335
4XHJ_1	6	20	30	-9.26839	0	0	0	0	0	1	0	0	0	1	1	1	1	1	3.3333333333333335	5.0
4XI5_1	7	23	46	-0.952082	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.2857142857142856	6.571428571428571
4XMK_1	6	29	22	-8.08239	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.833333333333333	3.6666666666666665
4XMP_1	9	47	76	5.86364	1	1	1	0	1	0	0	0	1	1	1	1	0	1	5.222222222222222	8.444444444444445
4XNQ_1	7	28	33	0.680979	0	0	0	0	0	0	1	0	1	1	1	1	1	1	4.0	4.714285714285714
4XNZ_1	8	35	52	7.76237	1	1	1	0	0	0	0	0	1	1	1	1	0	1	4.375	6.5
4XP4_1	5	17	24	-5.82097	0	0	0	0	0	0	0	0	1	1	1	1	0	1	3.4	4.8
4XTR_1	9	21	32	-12.2904	1	0	0	0	0	1	1	0	1	1	1	1	1	1	2.3333333333333335	3.5555555555555554
4XVJ_1	7	35	29	-10.2939	0	1	0	0	0	0	0	0	1	1	1	1	1	1	5.0	4.142857142857143
4XVT_1	8	36	47	-2.08933	1	1	1	0	1	0	0	0	0	1	1	1	0	1	4.5	5.875
4XXD_1	9	34	31	-12.4966	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.7777777777777777	3.4444444444444446
4Y5V_1	9	34	47	-4.02019	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.7777777777777777	5.222222222222222
4Y5X_1	6	30	38	-4.40935	0	0	0	0	0	0	1	0	1	1	1	1	1	0	5.0	6.333333333333333
4Y5Y_1	9	29	41	-7.90545	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.2222222222222223	4.555555555555555
4YBL_1	6	29	32	-6.5759	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.833333333333333	5.333333333333333
4YBQ_1	7	26	31	12.2478	1	0	0	0	0	0	0	0	1	1	1	1	1	1	3.7142857142857144	4.428571428571429
4YC2_1	6	30	33	-4.31089	1	0	0	0	0	0	0	0	1	1	1	1	0	1	5.0	5.5
4YC2_2	6	28	33	-4.47889	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.666666666666667	5.5
4YDI_1	7	30	48	7.23008	1	1	1	0	1	0	0	0	0	1	1	0	0	1	4.285714285714286	6.857142857142857
4YDJ_1	7	39	49	-4.2664	1	0	1	0	0	0	0	0	1	1	1	1	1	0	5.571428571428571	7.0
4YDK_1	7	40	72	-5.09641	0	0	1	0	0	0	1	0	0	1	1	1	1	1	5.714285714285714	10.285714285714286
4YDL_1	9	35	49	-3.96819	1	1	1	0	1	0	0	0	1	1	1	1	0	1	3.888888888888889	5.444444444444445
4YDV_1	6	26	22	-10.7722	0	0	0	0	0	1	0	0	1	1	1	0	1	1	4.333333333333333	3.6666666666666665
4YE4_1	5	29	36	5.64696	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.8	7.2
4YFL_1	7	45	70	38.6708	0	1	1	0	1	0	0	0	1	1	1	0	0	1	6.428571428571429	10.0
4YFL_2	6	41	58	32.6709	0	1	1	0	0	0	0	0	1	1	1	0	0	1	6.833333333333333	9.666666666666666
4YHP_3	2	9	8	1.99416	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4.5	4.0
4YK4_1	4	20	27	0.668236	1	0	0	0	0	0	0	0	1	1	1	0	0	0	5.0	6.75
4YO0_1	6	27	27	-11.6467	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.5	4.5
4YPG_1	11	41	52	1.69547	1	1	1	0	0	1	1	0	1	1	1	1	1	1	3.727272727272727	4.7272727272727275
4YQX_1	6	32	30	-4.64864	1	0	0	0	0	0	0	0	1	1	1	1	0	1	5.333333333333333	5.0
4YR6_1	5	24	20	-7.43932	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.8	4.0
4YUE_1	7	24	31	-1.42403	0	0	0	0	0	0	1	0	1	1	1	1	1	1	3.4285714285714284	4.428571428571429
4YWG_1	7	27	24	-9.12543	0	0	1	0	1	1	1	0	1	0	1	0	1	0	3.857142857142857	3.4285714285714284
4YWG_2	6	24	19	-4.69732	0	0	0	0	1	1	1	0	1	0	1	0	1	0	4.0	3.1666666666666665
4YZF_1	5	31	29	3.16813	0	0	0	0	0	0	0	0	1	1	1	1	0	1	6.2	5.8
4Z0X_1	8	30	24	-10.5381	0	1	0	0	0	0	1	0	1	1	1	1	1	1	3.75	3.0
4Z5R_1	6	29	32	-0.299964	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.833333333333333	5.333333333333333
4ZFG_1	6	23	30	-11.4489	0	0	0	0	0	0	1	0	1	1	1	1	0	1	3.8333333333333335	5.0
4ZFO_1	8	26	34	-16.4794	0	0	0	0	0	1	1	0	1	1	1	1	1	1	3.25	4.25
4ZPT_1	7	28	36	4.14578	0	0	0	0	0	1	0	0	1	1	1	1	1	1	4.0	5.142857142857143
4ZS6_1	5	20	24	-6.88971	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.0	4.8
4ZS7_1	7	34	38	14.0564	0	0	0	0	0	0	1	0	1	1	1	1	1	1	4.857142857142857	5.428571428571429
4ZSO_1	9	25	37	-8.593	1	0	1	0	0	1	0	0	1	1	1	1	1	1	2.7777777777777777	4.111111111111111
4ZTO_1	6	36	26	-9.09715	0	0	0	0	0	0	1	0	1	1	1	1	0	1	6.0	4.333333333333333
4ZYP_1	8	28	60	7.05448	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.5	7.5
5A3I_1	7	27	34	2.02154	1	0	0	0	0	1	0	0	1	1	1	1	1	0	3.857142857142857	4.857142857142857
5ANM_2	4	12	10	1.08099	0	0	0	0	0	1	0	0	0	0	1	1	1	0	3.0	2.5
5ANM_3	4	16	11	-1.17243	0	0	0	0	0	1	0	0	0	0	1	1	1	0	4.0	2.75
5ANY_1	7	36	57	491.283	0	0	0	0	0	1	1	0	0	1	1	1	1	1	5.142857142857143	8.142857142857142
5AUM_1	9	35	30	-15.7509	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.888888888888889	3.3333333333333335
5B3J_1	7	28	36	8.15658	1	0	0	0	0	0	0	0	1	1	1	1	1	1	4.0	5.142857142857143
5B3J_2	7	28	38	7.53155	1	0	0	0	0	0	0	0	1	1	1	1	1	1	4.0	5.428571428571429
5B8C_1	7	36	50	-12.7755	0	0	0	0	0	1	0	0	1	1	1	1	1	1	5.142857142857143	7.142857142857143
5BO1_1	8	31	39	-14.6373	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.875	4.875
5BV7_1	6	32	41	-10.4044	1	0	0	0	0	0	0	0	1	1	1	1	0	1	5.333333333333333	6.833333333333333
5BV7_2	4	22	30	-11.402	0	0	0	0	0	0	0	0	0	1	1	1	0	1	5.5	7.5
5BVP_1	9	27	40	-7.47175	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.0	4.444444444444445
